1,1,120.63,333.11,135.39999999999998,60.599999999999966,1,1,1.0
1,2,733.2,265.2,71.0,43.99000000000001,1,1,1.0
1,3,206.8,250.3,96.89999999999998,41.80000000000001,1,1,1.0
2,1,96.33,337.54,137.99,61.539999999999964,1,1,1.0
2,2,719.37,266.82,72.42999999999995,44.80000000000001,1,1,1.0
2,3,206.8,250.34,96.89999999999998,41.79999999999998,1,1,1.0
3,1,72.02,341.97,140.57999999999998,62.46999999999997,1,1,1.0
3,2,705.55,268.44,73.85000000000002,45.620000000000005,1,1,1.0
3,3,206.8,250.38,96.89999999999998,41.79000000000002,1,1,1.0
4,1,47.72,346.4,146.68,63.410000000000025,1,1,1.0
4,2,691.72,270.06,75.27999999999997,46.44,1,1,1.0
4,3,206.8,250.41,96.89999999999998,41.79999999999998,1,1,1.0
5,1,18.8,348.52,149.7,65.55000000000001,1,1,1.0
5,2,677.89,271.69,76.71000000000004,47.24000000000001,1,1,1.0
5,3,206.8,250.45,96.89999999999998,41.80000000000001,1,1,1.0
6,1,0.0,350.65,146.87,67.68,1,1,1.0
6,2,664.06,273.31,78.1400000000001,48.06,1,1,1.0
6,3,206.8,250.49,96.89999999999998,41.789999999999964,1,1,1.0
7,1,0.0,352.77,125.23,69.82,1,1,1.0
7,2,650.23,274.93,79.56999999999994,48.879999999999995,1,1,1.0
7,3,206.8,250.53,96.89999999999998,41.78999999999999,1,1,1.0
8,1,0.0,354.9,103.6,71.95000000000005,1,1,1.0
8,2,636.4,276.55,81.0,49.69,1,1,1.0
8,3,206.8,250.56,96.89999999999998,41.80000000000001,1,1,1.0
9,1,0.0,362.0,78.5,64.85000000000002,1,1,1.0
9,2,620.4,278.17,82.40999999999997,50.50999999999999,1,1,1.0
9,3,206.8,250.6,96.89999999999998,41.78999999999999,1,1,1.0
10,1,0.0,369.1,53.4,57.75,1,1,1.0
10,2,604.4,279.79,83.83000000000004,51.329999999999984,1,1,1.0
10,3,206.8,250.64,96.89999999999998,41.79000000000002,1,1,1.0
11,1,0.0,376.2,28.3,50.650000000000034,1,1,1.0
11,2,588.4,281.41,85.24000000000001,52.139999999999986,1,1,1.0
11,3,206.8,250.67,96.89999999999998,41.80000000000004,1,1,1.0
12,2,572.4,283.04,86.65999999999997,52.94999999999999,1,1,1.0
12,3,206.8,250.71,96.89999999999998,41.78999999999999,1,1,1.0
13,2,556.4,284.66,88.07000000000005,53.76999999999998,1,1,1.0
13,3,206.8,250.75,96.89999999999998,41.79000000000002,1,1,1.0
14,2,540.4,286.28,89.49000000000001,54.58000000000004,1,1,1.0
14,3,206.8,250.78,96.89999999999998,41.79999999999998,1,1,1.0
15,2,524.4,287.9,90.89999999999998,55.400000000000034,1,1,1.0
